Entity,Code,Date,2020,Media 2015-2019,2015,2016,2017,2018,2019,2021
Austria,AUT,05/01/2020,1611,1809,1704,1634,2293,1767,1647,
Austria,AUT,12/01/2020,1702,1857,1768,1626,2340,1842,1709,
Austria,AUT,19/01/2020,1797,1786,1837,1608,2060,1786,1641,
Austria,AUT,26/01/2020,1779,1747,1792,1578,1938,1714,1713,
Austria,AUT,02/02/2020,1947,1819,1837,1609,2045,1870,1732,
Austria,AUT,09/02/2020,1681,1837,1926,1650,1874,1938,1796,
Austria,AUT,16/02/2020,1721,1813,1992,1621,1750,1881,1820,
Austria,AUT,23/02/2020,1718,1822,2020,1581,1807,1951,1751,
Austria,AUT,01/03/2020,1768,1816,1883,1714,1696,2021,1764,
Austria,AUT,08/03/2020,1744,1754,1846,1532,1614,1965,1811,
Austria,AUT,15/03/2020,1718,1711,1763,1516,1542,1946,1790,
Austria,AUT,22/03/2020,1836,1598,1696,1499,1535,1641,1619,
Austria,AUT,29/03/2020,1765,1646,1725,1598,1489,1766,1651,
Austria,AUT,05/04/2020,1828,1585,1604,1562,1537,1617,1607,
Austria,AUT,12/04/2020,1793,1546,1563,1520,1532,1560,1556,
Austria,AUT,19/04/2020,1704,1523,1614,1413,1475,1557,1558,
Austria,AUT,26/04/2020,1588,1470,1547,1460,1440,1383,1521,
Austria,AUT,03/05/2020,1480,1465,1453,1447,1527,1434,1462,
Austria,AUT,10/05/2020,1520,1439,1452,1486,1434,1372,1453,
Austria,AUT,17/05/2020,1489,1463,1461,1453,1501,1342,1558,
Austria,AUT,24/05/2020,1481,1422,1396,1505,1327,1383,1497,
Austria,AUT,31/05/2020,1418,1414,1304,1402,1456,1415,1495,
Austria,AUT,07/06/2020,1490,1412,1437,1360,1312,1433,1520,
Austria,AUT,14/06/2020,1461,1443,1502,1348,1421,1392,1554,
Austria,AUT,21/06/2020,1413,1408,1285,1452,1476,1401,1424,
Austria,AUT,28/06/2020,1437,1400,1374,1338,1419,1414,1454,
Austria,AUT,05/07/2020,1561,1435,1487,1328,1413,1441,1507,
Austria,AUT,12/07/2020,1383,1377,1476,1323,1346,1404,1338,
Austria,AUT,19/07/2020,1443,1470,1475,1458,1475,1511,1430,
Austria,AUT,26/07/2020,1452,1489,1633,1424,1375,1455,1557,
Austria,AUT,02/08/2020,1527,1505,1446,1390,1616,1615,1457,
Austria,AUT,09/08/2020,1433,1426,1500,1359,1334,1532,1406,
Austria,AUT,16/08/2020,1607,1461,1692,1394,1380,1430,1407,
Austria,AUT,23/08/2020,1477,1434,1376,1408,1472,1460,1453,
Austria,AUT,30/08/2020,1498,1427,1476,1414,1329,1414,1501,
Austria,AUT,06/09/2020,1523,1377,1389,1380,1318,1376,1423,
Austria,AUT,13/09/2020,1568,1425,1447,1392,1426,1452,1407,
Austria,AUT,20/09/2020,1569,1423,1459,1376,1407,1421,1452,
Austria,AUT,27/09/2020,1532,1472,1410,1442,1496,1436,1574,
Austria,AUT,04/10/2020,1584,1510,1494,1469,1481,1553,1555,
Austria,AUT,11/10/2020,1624,1519,1409,1556,1529,1509,1592,
Austria,AUT,18/10/2020,1618,1505,1481,1607,1453,1488,1497,
Austria,AUT,25/10/2020,1777,1509,1498,1522,1489,1491,1545,
Austria,AUT,01/11/2020,1895,1513,1433,1484,1551,1561,1536,
Austria,AUT,08/11/2020,2005,1509,1460,1541,1490,1501,1555,
Austria,AUT,15/11/2020,2285,1552,1527,1616,1505,1556,1558,
Austria,AUT,22/11/2020,2409,1538,1486,1550,1570,1531,1553,
Austria,AUT,29/11/2020,2431,1546,1488,1601,1531,1525,1586,
Austria,AUT,06/12/2020,2540,1603,1509,1619,1632,1656,1599,
Austria,AUT,13/12/2020,2457,1607,1517,1670,1554,1626,1667,
Austria,AUT,20/12/2020,2250,1654,1538,1847,1653,1639,1591,
Austria,AUT,27/12/2020,2114,1735,1545,2160,1646,1689,1636,
Belgium,BEL,05/01/2020,2234,2390,2461,2244,2557,2382,2308,
Belgium,BEL,12/01/2020,2400,2432,2525,2234,2735,2317,2347,
Belgium,BEL,19/01/2020,2322,2423,2526,2295,2645,2336,2312,
Belgium,BEL,26/01/2020,2212,2422,2510,2263,2691,2253,2395,
Belgium,BEL,02/02/2020,2373,2510,2644,2180,2950,2355,2421,
Belgium,BEL,09/02/2020,2179,2488,2727,2127,2691,2353,2544,
Belgium,BEL,16/02/2020,2318,2524,2892,2121,2631,2565,2409,
Belgium,BEL,23/02/2020,2314,2488,2774,2230,2389,2628,2418,
Belgium,BEL,01/03/2020,2257,2545,2643,2336,2315,3002,2428,
Belgium,BEL,08/03/2020,2229,2453,2457,2264,2138,3016,2389,
Belgium,BEL,15/03/2020,2248,2345,2380,2248,2036,2724,2335,
Belgium,BEL,22/03/2020,2570,2322,2380,2364,2106,2594,2167,
Belgium,BEL,29/03/2020,3196,2227,2270,2273,2068,2460,2063,
Belgium,BEL,05/04/2020,4024,2120,2163,2080,1969,2203,2183,
Belgium,BEL,12/04/2020,4288,2095,2218,2160,1954,2175,1969,
Belgium,BEL,19/04/2020,3702,2051,2152,2049,1917,2044,2095,
Belgium,BEL,26/04/2020,3036,2032,2087,1996,2079,1953,2046,
Belgium,BEL,03/05/2020,2416,2012,2005,2087,2091,1867,2011,
Belgium,BEL,10/05/2020,2382,2030,2063,2065,2009,1980,2034,
Belgium,BEL,17/05/2020,2041,1981,1976,1926,2110,1860,2034,
Belgium,BEL,24/05/2020,2072,1970,1950,1946,2009,1951,1995,
Belgium,BEL,31/05/2020,1979,1931,1905,1885,1981,1953,1933,
Belgium,BEL,07/06/2020,1793,1878,1942,1856,1815,1811,1966,
Belgium,BEL,14/06/2020,1894,1861,2003,1851,1868,1734,1847,
Belgium,BEL,21/06/2020,1814,1923,1900,1920,2101,1779,1913,
Belgium,BEL,28/06/2020,1960,1897,1888,1846,1821,1950,1980,
Belgium,BEL,05/07/2020,1764,2023,2301,1899,1901,2080,1935,
Belgium,BEL,12/07/2020,1679,1862,1908,1933,1847,1833,1788,
Belgium,BEL,19/07/2020,1846,1905,1797,2030,1827,1988,1882,
Belgium,BEL,26/07/2020,1802,1996,1740,1917,1897,2107,2318,
Belgium,BEL,02/08/2020,1943,1885,1777,1801,1808,2125,1916,
Belgium,BEL,09/08/2020,2035,1875,1997,1788,1826,2000,1766,
Belgium,BEL,16/08/2020,2873,1855,1852,1976,1784,1887,1777,
Belgium,BEL,23/08/2020,2200,1902,1755,2120,1951,1824,1859,
Belgium,BEL,30/08/2020,1867,1908,1919,1866,1924,1825,2006,
Belgium,BEL,06/09/2020,1882,1848,1775,1835,1883,1909,1838,
Belgium,BEL,13/09/2020,1810,1864,1917,1938,1823,1811,1833,
Belgium,BEL,20/09/2020,1990,1883,1844,1769,1908,1970,1923,
Belgium,BEL,27/09/2020,1901,1908,1932,1906,1963,1831,1906,
Belgium,BEL,04/10/2020,1911,1969,1973,1904,1955,1965,2048,
Belgium,BEL,11/10/2020,2049,2020,2019,2065,2059,2006,1951,
Belgium,BEL,18/10/2020,2145,2005,2059,2041,2007,1957,1961,
Belgium,BEL,25/10/2020,2615,1992,2038,2025,1913,1918,2065,
Belgium,BEL,01/11/2020,3264,1983,2095,2088,1892,1907,1935,
Belgium,BEL,08/11/2020,3666,2007,1951,2093,1939,2049,2001,
Belgium,BEL,15/11/2020,3408,2044,1934,2177,2078,2017,2014,
Belgium,BEL,22/11/2020,3160,2105,2020,2143,2114,2060,2187,
Belgium,BEL,29/11/2020,2872,2104,2021,2191,2080,2107,2122,
Belgium,BEL,06/12/2020,2667,2165,1992,2221,2276,2173,2161,
Belgium,BEL,13/12/2020,2756,2221,2113,2221,2325,2233,2213,
Belgium,BEL,20/12/2020,2694,2256,2085,2321,2272,2263,2337,
Belgium,BEL,27/12/2020,2541,2240,2031,2418,2350,2251,2152,
Bulgaria,BGR,05/01/2020,2108,2585,2502,2445,3169,2274,2533,
Bulgaria,BGR,12/01/2020,2274,2574,2511,2281,3222,2166,2692,
Bulgaria,BGR,19/01/2020,2182,2529,2423,2276,2814,2374,2756,
Bulgaria,BGR,26/01/2020,2392,2508,2339,2367,2627,2360,2848,
Bulgaria,BGR,02/02/2020,2435,2461,2338,2304,2525,2564,2573,
Bulgaria,BGR,09/02/2020,2346,2314,2296,2225,2347,2456,2245,
Bulgaria,BGR,16/02/2020,2304,2295,2341,2100,2352,2380,2300,
Bulgaria,BGR,23/02/2020,2160,2289,2538,2095,2312,2234,2264,
Bulgaria,BGR,01/03/2020,2179,2280,2559,1959,2138,2471,2275,
Bulgaria,BGR,08/03/2020,2045,2268,2472,2088,2230,2382,2166,
Bulgaria,BGR,15/03/2020,2072,2204,2441,2100,2117,2239,2123,
Bulgaria,BGR,22/03/2020,2037,2162,2363,2020,2115,2164,2148,
Bulgaria,BGR,29/03/2020,2079,2144,2377,2106,2098,2057,2081,
Bulgaria,BGR,05/04/2020,2035,2131,2266,2123,2079,2075,2114,
Bulgaria,BGR,12/04/2020,2023,2075,2268,1927,2025,2061,2092,
Bulgaria,BGR,19/04/2020,2022,2066,2243,1945,2116,1991,2036,
Bulgaria,BGR,26/04/2020,1978,2053,2138,1964,2036,2076,2051,
Bulgaria,BGR,03/05/2020,1892,2013,2163,2036,1952,1934,1980,
Bulgaria,BGR,10/05/2020,1912,2029,2113,2044,1983,1887,2120,
Bulgaria,BGR,17/05/2020,2083,1971,1987,1989,1977,1920,1980,
Bulgaria,BGR,24/05/2020,1894,1973,1984,2006,1981,1897,1998,
Bulgaria,BGR,31/05/2020,1800,1954,1839,1991,2055,1917,1967,
Bulgaria,BGR,07/06/2020,1915,1919,1972,1784,1958,1951,1932,
Bulgaria,BGR,14/06/2020,1943,1936,1986,2012,1912,1774,1994,
Bulgaria,BGR,21/06/2020,1923,1962,1906,2145,1957,1776,2026,
Bulgaria,BGR,28/06/2020,1898,1958,1839,1958,2291,1793,1908,
Bulgaria,BGR,05/07/2020,2137,1899,1826,1806,2008,1900,1954,
Bulgaria,BGR,12/07/2020,2041,1941,2031,1970,1920,1963,1820,
Bulgaria,BGR,19/07/2020,1841,1872,1899,1824,1795,1975,1867,
Bulgaria,BGR,26/07/2020,1978,1973,2105,1906,1914,1976,1963,
Bulgaria,BGR,02/08/2020,2153,1962,2139,1970,1943,1902,1854,
Bulgaria,BGR,09/08/2020,2058,1934,2003,1799,2059,1911,1896,
Bulgaria,BGR,16/08/2020,1971,1860,1942,1810,1769,1860,1920,
Bulgaria,BGR,23/08/2020,1906,1833,1787,1859,1761,1822,1936,
Bulgaria,BGR,30/08/2020,1933,1820,1840,1765,1804,1828,1863,
Bulgaria,BGR,06/09/2020,1942,1814,1975,1757,1762,1842,1734,
Bulgaria,BGR,13/09/2020,1913,1818,1730,1821,1942,1845,1753,
Bulgaria,BGR,20/09/2020,1839,1812,1888,1796,1702,1885,1791,
Bulgaria,BGR,27/09/2020,1844,1804,1735,1866,1702,1892,1827,
Bulgaria,BGR,04/10/2020,1987,1948,1837,2019,1929,2068,1887,
Bulgaria,BGR,11/10/2020,2074,1987,1934,2113,1958,2040,1888,
Bulgaria,BGR,18/10/2020,2152,2058,2018,2104,2064,2132,1971,
Bulgaria,BGR,25/10/2020,2358,2052,2071,2133,2054,2092,1911,
Bulgaria,BGR,01/11/2020,2720,2087,2192,2074,2061,2069,2039,
Bulgaria,BGR,08/11/2020,3225,2104,2099,2139,2016,2073,2194,
Bulgaria,BGR,15/11/2020,3917,2125,2229,2129,2105,2135,2026,
Bulgaria,BGR,22/11/2020,4356,2083,2126,2091,2072,2166,1958,
Bulgaria,BGR,29/11/2020,4683,2102,2027,2151,2052,2209,2071,
Bulgaria,BGR,06/12/2020,4689,2156,2014,2300,2015,2322,2128,
Bulgaria,BGR,13/12/2020,4313,2195,2131,2281,2103,2346,2113,
Bulgaria,BGR,20/12/2020,3876,2226,2184,2431,2033,2345,2135,
Bulgaria,BGR,27/12/2020,3188,2357,2171,2811,2253,2431,2117,
Canada,CAN,05/01/2020,6160,6067,6255,5250,6170,6605,6055,
Canada,CAN,12/01/2020,6180,6091,6190,5470,6225,6630,5940,
Canada,CAN,19/01/2020,6100,6038,6045,5330,6285,6545,5985,
Canada,CAN,26/01/2020,6105,5902,5685,5415,6060,6415,5935,
Canada,CAN,02/02/2020,5800,5776,5745,5230,5855,6200,5850,
Canada,CAN,09/02/2020,5850,5746,5655,5240,6025,6015,5795,
Canada,CAN,16/02/2020,5670,5735,5535,5430,5870,5990,5850,
Canada,CAN,23/02/2020,5640,5709,5535,5495,5710,6020,5785,
Canada,CAN,01/03/2020,5730,5638,5555,5585,5550,5775,5725,
Canada,CAN,08/03/2020,5740,5620,5415,5445,5600,5905,5735,
Canada,CAN,15/03/2020,5630,5525,5330,5360,5630,5655,5650,
Canada,CAN,22/03/2020,5825,5503,5255,5480,5560,5600,5620,
Canada,CAN,29/03/2020,5865,5464,5260,5325,5485,5685,5565,
Canada,CAN,05/04/2020,6240,5371,5055,5280,5400,5585,5535,
Canada,CAN,12/04/2020,6520,5361,5265,5185,5260,5540,5555,
Canada,CAN,19/04/2020,6535,5288,5120,5155,5230,5365,5570,
Canada,CAN,26/04/2020,6815,5249,5050,5080,5240,5450,5425,
Canada,CAN,03/05/2020,6795,5291,5070,5200,5285,5385,5515,
Canada,CAN,10/05/2020,6340,5165,4955,4990,5210,5270,5400,
Canada,CAN,17/05/2020,6015,5048,4830,4900,4970,5180,5360,
Canada,CAN,24/05/2020,5835,5036,4865,4870,4980,5140,5325,
Canada,CAN,31/05/2020,5780,4920,4625,4845,4880,5060,5190,
Canada,CAN,07/06/2020,5485,4929,4685,4680,5045,5065,5170,
Canada,CAN,14/06/2020,5140,4900,4625,4680,4900,5055,5240,
Canada,CAN,21/06/2020,5255,4871,4660,4830,4790,5070,5005,
Canada,CAN,28/06/2020,5260,4880,4610,4805,4950,5015,5020,
Canada,CAN,05/07/2020,5135,4905,4625,4730,4905,5125,5140,
Canada,CAN,12/07/2020,5300,4856,4575,4660,4830,5065,5150,
Canada,CAN,19/07/2020,5205,4793,4550,4720,4860,4780,5055,
Canada,CAN,26/07/2020,5235,4879,4730,4755,4915,4935,5060,
Canada,CAN,02/08/2020,5210,4790,4520,4700,4860,4940,4930,
Canada,CAN,09/08/2020,5180,4849,4515,4895,4950,4935,4950,
Canada,CAN,16/08/2020,5410,4855,4635,4885,4750,4960,5045,
Canada,CAN,23/08/2020,5365,4828,4600,4735,4900,4865,5040,
Canada,CAN,30/08/2020,5195,4893,4665,4820,4945,4935,5100,
Canada,CAN,06/09/2020,5410,4908,4600,4760,5040,5085,5055,
Canada,CAN,13/09/2020,5335,4937,4735,4905,5050,5030,4965,
Canada,CAN,20/09/2020,5460,4950,4785,4845,5000,5105,5015,
Canada,CAN,27/09/2020,,5088,4880,4970,5065,5165,5360,
Canada,CAN,04/10/2020,,5194,5025,5130,5145,5250,5420,
Canada,CAN,11/10/2020,,5206,5080,5195,5175,5295,5285,
Canada,CAN,18/10/2020,,5279,5045,5200,5180,5370,5600,
Canada,CAN,25/10/2020,,5268,5025,5235,5175,5405,5500,
Canada,CAN,01/11/2020,,5337,4955,5315,5440,5485,5490,
Canada,CAN,08/11/2020,,5311,5040,5115,5420,5420,5560,
Canada,CAN,15/11/2020,,5314,5050,5075,5415,5425,5605,
Canada,CAN,22/11/2020,,5333,4970,5295,5445,5400,5555,
Canada,CAN,29/11/2020,,5402,5175,5325,5455,5460,5595,
Canada,CAN,06/12/2020,,5421,5270,5165,5435,5555,5680,
Canada,CAN,13/12/2020,,5465,5035,5505,5655,5460,5670,
Canada,CAN,20/12/2020,,5578,5035,5765,5890,5605,5595,
Canada,CAN,27/12/2020,,5706,5225,5825,5995,5640,5845,
Chile,CHL,05/01/2020,2075,1932,,1884,1878,1946,2019,
Chile,CHL,12/01/2020,2052,1843,,1885,1868,1804,1816,
Chile,CHL,19/01/2020,2057,1893,,1916,2034,1804,1819,
Chile,CHL,26/01/2020,1961,1910,,1837,2082,1776,1946,
Chile,CHL,02/02/2020,1970,1915,,1912,1891,1895,1961,
Chile,CHL,09/02/2020,1991,1836,,1718,1788,1817,2022,
Chile,CHL,16/02/2020,1908,1833,,1760,1813,1885,1875,
Chile,CHL,23/02/2020,1899,1881,,1813,1969,1809,1931,
Chile,CHL,01/03/2020,1884,1783,,1756,1730,1782,1862,
Chile,CHL,08/03/2020,1885,1789,,1753,1739,1870,1795,
Chile,CHL,15/03/2020,1926,1796,,1771,1754,1789,1868,
Chile,CHL,22/03/2020,2008,1806,,1758,1770,1819,1878,
Chile,CHL,29/03/2020,2004,1841,,1757,1800,1961,1847,
Chile,CHL,05/04/2020,2080,1887,,1789,1895,1903,1959,
Chile,CHL,12/04/2020,2010,1952,,1945,1949,1939,1973,
Chile,CHL,19/04/2020,2086,1909,,1889,1847,1920,1980,
Chile,CHL,26/04/2020,2095,1985,,2018,1970,1917,2033,
Chile,CHL,03/05/2020,2083,1980,,1882,1964,1976,2096,
Chile,CHL,10/05/2020,2342,1956,,1965,1921,1864,2073,
Chile,CHL,17/05/2020,2435,2038,,1953,2025,2024,2148,
Chile,CHL,24/05/2020,2932,2177,,2044,2210,2088,2365,
Chile,CHL,31/05/2020,3393,2208,,2021,2334,2123,2355,
Chile,CHL,07/06/2020,3898,2311,,2175,2376,2368,2323,
Chile,CHL,14/06/2020,3982,2415,,2161,2640,2431,2429,
Chile,CHL,21/06/2020,3730,2426,,2339,2639,2247,2477,
Chile,CHL,28/06/2020,3519,2441,,2375,2525,2359,2506,
Chile,CHL,05/07/2020,3071,2390,,2381,2387,2334,2458,
Chile,CHL,12/07/2020,2966,2361,,2483,2308,2276,2377,
Chile,CHL,19/07/2020,2814,2425,,2526,2419,2334,2420,
Chile,CHL,26/07/2020,2697,2370,,2301,2339,2496,2344,
Chile,CHL,02/08/2020,2651,2344,,2232,2289,2514,2341,
Chile,CHL,09/08/2020,2516,2278,,2201,2197,2448,2265,
Chile,CHL,16/08/2020,2431,2245,,2203,2175,2306,2296,
Chile,CHL,23/08/2020,2594,2223,,2144,2121,2388,2240,
Chile,CHL,30/08/2020,2479,2155,,2115,2146,2178,2181,
Chile,CHL,06/09/2020,2393,2213,,2328,2106,2238,2181,
Chile,CHL,13/09/2020,2404,2155,,2086,2181,2140,2211,
Chile,CHL,20/09/2020,2400,2214,,2156,2258,2217,2223,
Chile,CHL,27/09/2020,2364,2123,,2072,2102,2046,2271,
Chile,CHL,04/10/2020,2337,2070,,1968,2088,2058,2164,
Chile,CHL,11/10/2020,2396,2006,,1926,1987,1986,2124,
Chile,CHL,18/10/2020,2307,1981,,1891,1965,2002,2066,
Chile,CHL,25/10/2020,2301,1958,,1906,1871,2030,2026,
Chile,CHL,01/11/2020,2266,1942,,1954,1836,1940,2038,
Chile,CHL,08/11/2020,2238,1947,,1810,1977,1960,2039,
Chile,CHL,15/11/2020,2118,1898,,1808,1826,1945,2013,
Chile,CHL,22/11/2020,2183,1942,,1838,1936,1992,2003,
Chile,CHL,29/11/2020,2201,1896,,1829,1852,1924,1977,
Chile,CHL,06/12/2020,2165,1850,,1809,1862,1852,1877,
Chile,CHL,13/12/2020,2182,1889,,1863,1895,1910,1888,
Chile,CHL,20/12/2020,2130,1875,,1827,1804,1941,1929,
Chile,CHL,27/12/2020,,1752,,1642,1707,1887,1771,
Croatia,HRV,05/01/2020,1012,1208,1177,1115,1465,1128,1154,
Croatia,HRV,12/01/2020,1055,1258,1254,1032,1621,1165,1220,
Croatia,HRV,19/01/2020,1015,1253,1276,1074,1475,1203,1238,
Croatia,HRV,26/01/2020,1132,1234,1231,1114,1369,1137,1319,
Croatia,HRV,02/02/2020,1094,1195,1215,1024,1304,1146,1286,
Croatia,HRV,09/02/2020,1058,1160,1287,1063,1164,1154,1133,
Croatia,HRV,16/02/2020,1090,1139,1306,989,1118,1157,1126,
Croatia,HRV,23/02/2020,1046,1116,1301,980,1072,1134,1093,
Croatia,HRV,01/03/2020,1021,1117,1239,987,1104,1225,1031,
Croatia,HRV,08/03/2020,1056,1128,1215,1047,983,1266,1130,
Croatia,HRV,15/03/2020,1083,1092,1208,1034,1035,1165,1018,
Croatia,HRV,22/03/2020,1095,1064,1232,1008,1038,1072,970,
Croatia,HRV,29/03/2020,1122,1038,1085,1086,969,1061,987,
Croatia,HRV,05/04/2020,1009,1046,1137,1003,995,1065,1032,
Croatia,HRV,12/04/2020,999,996,1078,966,970,1007,958,
Croatia,HRV,19/04/2020,975,963,1026,931,996,947,914,
Croatia,HRV,26/04/2020,867,1013,1041,940,1025,1028,1033,
Croatia,HRV,03/05/2020,909,970,1019,1005,999,878,947,
Croatia,HRV,10/05/2020,877,948,1011,912,925,935,958,
Croatia,HRV,17/05/2020,908,941,926,987,931,919,943,
Croatia,HRV,24/05/2020,903,945,947,1003,894,930,952,
Croatia,HRV,31/05/2020,848,929,855,963,984,950,893,
Croatia,HRV,07/06/2020,973,950,998,903,906,917,1024,
Croatia,HRV,14/06/2020,980,941,1000,906,857,901,1040,
Croatia,HRV,21/06/2020,888,922,875,975,1004,845,909,
Croatia,HRV,28/06/2020,929,913,880,906,933,884,960,
Croatia,HRV,05/07/2020,969,952,996,874,973,985,930,
Croatia,HRV,12/07/2020,918,949,1010,910,1010,947,870,
Croatia,HRV,19/07/2020,885,955,1049,904,979,911,933,
Croatia,HRV,26/07/2020,975,987,1230,942,863,916,985,
Croatia,HRV,02/08/2020,1060,961,918,874,1106,1044,865,
Croatia,HRV,09/08/2020,955,958,1040,804,1022,1030,892,
Croatia,HRV,16/08/2020,926,937,1066,930,850,956,884,
Croatia,HRV,23/08/2020,922,904,827,951,876,939,928,
Croatia,HRV,30/08/2020,971,915,929,911,917,879,939,
Croatia,HRV,06/09/2020,931,886,911,897,875,918,831,
Croatia,HRV,13/09/2020,1004,899,909,903,862,929,893,
Croatia,HRV,20/09/2020,972,930,1057,876,918,926,875,
Croatia,HRV,27/09/2020,963,945,891,1008,969,913,944,
Croatia,HRV,04/10/2020,1062,961,927,958,965,1035,921,
Croatia,HRV,11/10/2020,963,974,914,1029,994,957,975,
Croatia,HRV,18/10/2020,1092,946,945,944,939,959,942,
Croatia,HRV,25/10/2020,1127,957,949,968,945,1004,919,
Croatia,HRV,01/11/2020,1156,963,953,971,1000,950,940,
Croatia,HRV,08/11/2020,1280,976,1004,1006,977,925,966,
Croatia,HRV,15/11/2020,1335,981,951,984,985,986,999,
Croatia,HRV,22/11/2020,1442,956,938,1007,940,981,915,
Croatia,HRV,29/11/2020,1371,975,955,975,1020,1009,915,
Croatia,HRV,06/12/2020,,1012,982,1067,1038,982,989,
Croatia,HRV,13/12/2020,,1046,953,1157,1028,1070,1021,
Croatia,HRV,20/12/2020,,1048,938,1188,989,1078,1048,
Croatia,HRV,27/12/2020,,1105,1033,1263,1093,1114,1024,
Czechia,CZE,05/01/2020,2304,2365,2378,2222,2763,2143,2321,
Czechia,CZE,12/01/2020,2321,2343,2432,2054,2811,2126,2290,
Czechia,CZE,19/01/2020,2245,2389,2396,2175,2833,2230,2311,
Czechia,CZE,26/01/2020,2335,2386,2499,2116,2761,2190,2365,
Czechia,CZE,02/02/2020,2368,2406,2580,2137,2598,2216,2497,
Czechia,CZE,09/02/2020,2352,2466,2598,2245,2640,2404,2445,
Czechia,CZE,16/02/2020,2391,2499,2732,2160,2492,2602,2509,
Czechia,CZE,23/02/2020,2346,2501,2684,2214,2357,2754,2496,
Czechia,CZE,01/03/2020,2357,2466,2609,2235,2353,2819,2313,
Czechia,CZE,08/03/2020,2292,2411,2357,2096,2225,2994,2383,
Czechia,CZE,15/03/2020,2304,2331,2291,2155,2164,2782,2262,
Czechia,CZE,22/03/2020,2322,2266,2273,2148,2103,2607,2198,
Czechia,CZE,29/03/2020,2292,2199,2222,2191,2075,2383,2124,
Czechia,CZE,05/04/2020,2321,2162,2209,2138,2069,2262,2131,
Czechia,CZE,12/04/2020,2238,2116,2111,2075,1994,2257,2145,
Czechia,CZE,19/04/2020,2124,2066,2183,1949,2043,2061,2094,
Czechia,CZE,26/04/2020,2031,2110,2193,2114,2051,2090,2103,
Czechia,CZE,03/05/2020,2109,2027,2041,1982,2041,2022,2051,
Czechia,CZE,10/05/2020,1995,2023,1988,2001,2074,1958,2093,
Czechia,CZE,17/05/2020,2028,1982,1983,1964,1974,1962,2025,
Czechia,CZE,24/05/2020,1918,1987,1993,2000,1932,2013,1995,
Czechia,CZE,31/05/2020,1935,2038,2029,2042,2033,1995,2093,
Czechia,CZE,07/06/2020,2130,1956,1995,1893,1836,2038,2020,
Czechia,CZE,14/06/2020,1986,1957,1886,1915,1978,1863,2145,
Czechia,CZE,21/06/2020,2024,1948,1761,1993,2042,1964,1980,
Czechia,CZE,28/06/2020,2079,1961,1890,1970,1939,1940,2067,
Czechia,CZE,05/07/2020,2107,1983,2050,1886,1953,1979,2046,
Czechia,CZE,12/07/2020,1992,1988,2139,1918,1886,2041,1956,
Czechia,CZE,19/07/2020,1982,1994,1943,1981,1972,2039,2034,
Czechia,CZE,26/07/2020,2083,2029,2109,1942,1770,2153,2171,
Czechia,CZE,02/08/2020,2221,2036,1886,1827,2077,2379,2010,
Czechia,CZE,09/08/2020,2154,2020,2156,1839,1959,2118,2027,
Czechia,CZE,16/08/2020,2179,2056,2521,1949,1861,1923,2026,
Czechia,CZE,23/08/2020,2091,1962,1813,2043,1939,2004,2011,
Czechia,CZE,30/08/2020,2024,1956,1963,1918,1848,1902,2151,
Czechia,CZE,06/09/2020,2030,1958,1989,1980,1920,1979,1922,
Czechia,CZE,13/09/2020,2076,1960,1922,1930,1991,2014,1944,
Czechia,CZE,20/09/2020,2217,1988,1961,1834,2058,2056,2030,
Czechia,CZE,27/09/2020,2378,2018,1915,1988,2125,1906,2157,
Czechia,CZE,04/10/2020,2378,2102,2007,1991,2235,2123,2153,
Czechia,CZE,11/10/2020,2591,2109,2035,2083,2156,2076,2197,
Czechia,CZE,18/10/2020,2939,2073,2080,2142,2029,2014,2099,
Czechia,CZE,25/10/2020,3629,2079,2098,2035,2101,2024,2139,
Czechia,CZE,01/11/2020,4218,2056,2016,1997,2053,2148,2066,
Czechia,CZE,08/11/2020,4201,2037,2020,1968,2040,2046,2110,
Czechia,CZE,15/11/2020,3821,2087,2023,2134,2057,1991,2231,
Czechia,CZE,22/11/2020,3370,2089,1975,2084,2071,2141,2173,
Czechia,CZE,29/11/2020,3130,2090,1979,2125,2116,2095,2134,
Czechia,CZE,06/12/2020,2927,2119,2019,2200,2102,2194,2078,
Czechia,CZE,13/12/2020,,2160,2048,2204,2187,2136,2226,
Czechia,CZE,20/12/2020,,2223,2009,2435,2119,2303,2248,
Czechia,CZE,27/12/2020,,2248,2029,2620,2201,2145,2245,
Denmark,DNK,05/01/2020,1117,1121,1127,1103,1113,1134,1130,1219
Denmark,DNK,12/01/2020,1152,1115,1108,1065,1111,1136,1155,
Denmark,DNK,19/01/2020,1071,1102,1093,1046,1099,1156,1118,
Denmark,DNK,26/01/2020,1033,1100,1068,1124,1104,1119,1085,
Denmark,DNK,02/02/2020,1094,1149,1086,1083,1211,1157,1209,
Denmark,DNK,09/02/2020,1079,1139,1118,1040,1100,1186,1250,
Denmark,DNK,16/02/2020,1059,1167,1106,1062,1228,1265,1176,
Denmark,DNK,23/02/2020,1034,1156,1131,1124,1156,1260,1110,
Denmark,DNK,01/03/2020,1025,1182,1177,1143,1179,1323,1090,
Denmark,DNK,08/03/2020,1061,1170,1210,1149,1101,1337,1051,
Denmark,DNK,15/03/2020,1066,1158,1184,1159,1132,1253,1063,
Denmark,DNK,22/03/2020,1140,1122,1086,1074,1126,1286,1039,
Denmark,DNK,29/03/2020,1112,1085,1093,1084,1041,1186,1022,
Denmark,DNK,05/04/2020,1156,1056,1044,1023,988,1138,1085,
