Entity,Code,Date,2020,Media 2015-2019,2015,2016,2017,2018,2019,2021
United States,USA,06/09/2020,59579,50383,48758,50066,50972,50292,51826,
United States,USA,13/09/2020,58828,50632,48851,49907,51691,51081,51630,
United States,USA,20/09/2020,58726,50730,49222,49871,51226,51576,51753,
United States,USA,27/09/2020,59314,50818,48802,50248,51338,50951,52751,
United States,USA,04/10/2020,58061,51871,50947,51394,52102,52348,52563,
United States,USA,11/10/2020,59487,51691,49829,52120,51570,51846,53090,
United States,USA,18/10/2020,57896,52323,50658,51434,52215,52971,54335,
United States,USA,25/10/2020,59312,52515,50378,51860,52536,53757,54045,
United States,USA,01/11/2020,60304,52853,51154,51734,53663,53632,54084,
United States,USA,08/11/2020,63857,53133,50666,52516,53233,53558,55694,
United States,USA,15/11/2020,64974,53830,51383,53432,53762,54694,55880,
United States,USA,22/11/2020,66802,53894,51193,53120,54117,54844,56195,
United States,USA,29/11/2020,67343,54350,51989,54492,54756,55055,55458,
United States,USA,06/12/2020,,55505,53549,55125,55590,55962,57300,
United States,USA,13/12/2020,,55841,51835,55973,57363,56380,57655,
United States,USA,20/12/2020,,56577,52756,56686,59500,56523,57419,
United States,USA,27/12/2020,,57130,52484,57603,61084,56024,58453,
Brazil,BRA,05/01/2020,,,,,,,,
Brazil,BRA,12/01/2020,23174,20970,,,,,,
Brazil,BRA,19/01/2020,22773,21986,,,,,,
Brazil,BRA,26/01/2020,22545,22056,,,,,,
Brazil,BRA,02/02/2020,22889,21896,,,,,,
Brazil,BRA,09/02/2020,22846,21558,,,,,,
Brazil,BRA,16/02/2020,22626,21140,,,,,,
Brazil,BRA,23/02/2020,23003,21118,,,,,,
Brazil,BRA,01/03/2020,23265,21932,,,,,,
Brazil,BRA,08/03/2020,23587,22063,,,,,,
Brazil,BRA,15/03/2020,24464,22642,,,,,,
Brazil,BRA,22/03/2020,25188,22340,,,,,,
Brazil,BRA,29/03/2020,24331,21412,,,,,,
Brazil,BRA,05/04/2020,24658,21818,,,,,,
Brazil,BRA,12/04/2020,25148,22414,,,,,,
Brazil,BRA,19/04/2020,25981,22683,,,,,,
Brazil,BRA,26/04/2020,28909,23326,,,,,,
Brazil,BRA,03/05/2020,31900,23154,,,,,,
Brazil,BRA,10/05/2020,33411,23578,,,,,,
Brazil,BRA,17/05/2020,33828,23679,,,,,,
Brazil,BRA,24/05/2020,32824,24407,,,,,,
Brazil,BRA,31/05/2020,32417,24955,,,,,,
Brazil,BRA,07/06/2020,32191,25195,,,,,,
Brazil,BRA,14/06/2020,31299,25466,,,,,,
Brazil,BRA,21/06/2020,30223,24958,,,,,,
Brazil,BRA,28/06/2020,29928,24983,,,,,,
Brazil,BRA,05/07/2020,30429,24801,,,,,,
Brazil,BRA,12/07/2020,31070,25906,,,,,,
Brazil,BRA,19/07/2020,31455,25976,,,,,,
Brazil,BRA,26/07/2020,30991,24905,,,,,,
Brazil,BRA,02/08/2020,30189,24518,,,,,,
Brazil,BRA,09/08/2020,30437,24702,,,,,,
Brazil,BRA,16/08/2020,30272,24483,,,,,,
Brazil,BRA,23/08/2020,29105,24268,,,,,,
Brazil,BRA,30/08/2020,29762,24504,,,,,,
Brazil,BRA,06/09/2020,29011,24183,,,,,,
Brazil,BRA,13/09/2020,28387,24118,,,,,,
Brazil,BRA,20/09/2020,27325,23132,,,,,,
Brazil,BRA,27/09/2020,26733,23118,,,,,,
Brazil,BRA,04/10/2020,28176,22516,,,,,,
Brazil,BRA,11/10/2020,29287,22134,,,,,,
Brazil,BRA,18/10/2020,26283,21805,,,,,,
Brazil,BRA,25/10/2020,24987,22404,,,,,,
Brazil,BRA,01/11/2020,24865,22364,,,,,,
Brazil,BRA,08/11/2020,25160,21930,,,,,,
Brazil,BRA,15/11/2020,25632,22260,,,,,,
Brazil,BRA,22/11/2020,25128,21493,,,,,,
Brazil,BRA,29/11/2020,,,,,,,,
Brazil,BRA,06/12/2020,,,,,,,,
Brazil,BRA,13/12/2020,,,,,,,,
Brazil,BRA,20/12/2020,,,,,,,,
Brazil,BRA,27/12/2020,,,,,,,,
Colombia,COL,05/01/2020,,,,,,,,
Colombia,COL,12/01/2020,4976,4589,4588,4435,4756,4465,4699,
Colombia,COL,19/01/2020,4858,4602,4525,4389,4635,4631,4829,
Colombia,COL,26/01/2020,4729,4469,4280,4253,4574,4644,4596,
Colombia,COL,02/02/2020,4585,4360,4185,4183,4392,4485,4555,
Colombia,COL,09/02/2020,4689,4298,4090,4113,4402,4407,4479,
Colombia,COL,16/02/2020,4679,4247,4070,4131,4231,4332,4472,
Colombia,COL,23/02/2020,4666,4228,4104,4100,4199,4254,4484,
Colombia,COL,01/03/2020,4492,4267,4137,4190,4173,4378,4457,
Colombia,COL,08/03/2020,4502,4298,4109,4218,4244,4505,4416,
Colombia,COL,15/03/2020,4414,4343,4265,4228,4156,4597,4468,
Colombia,COL,22/03/2020,4463,4293,4071,4275,4165,4453,4501,
Colombia,COL,29/03/2020,4314,4313,4192,4092,4539,4248,4495,
Colombia,COL,05/04/2020,4152,4275,4067,4112,4355,4382,4458,
Colombia,COL,12/04/2020,4218,4254,4059,4153,4183,4332,4542,
Colombia,COL,19/04/2020,4313,4259,4063,4211,4271,4349,4402,
Colombia,COL,26/04/2020,4294,4259,4042,4110,4302,4409,4432,
Colombia,COL,03/05/2020,4230,4328,4186,4175,4080,4538,4662,
Colombia,COL,10/05/2020,4423,4367,4241,4320,4196,4460,4617,
Colombia,COL,17/05/2020,4541,4516,4277,4632,4516,4721,4435,
Colombia,COL,24/05/2020,4642,4476,4165,4532,4370,4654,4657,
Colombia,COL,31/05/2020,4687,4481,4024,4582,4500,4749,4552,
Colombia,COL,07/06/2020,5087,4538,4102,4561,4342,4848,4835,
Colombia,COL,14/06/2020,5275,4511,4142,4537,4339,4803,4734,
Colombia,COL,21/06/2020,5694,4549,4284,4503,4171,4851,4936,
Colombia,COL,28/06/2020,6057,4587,4343,4530,4412,4868,4780,
Colombia,COL,05/07/2020,6124,4562,4369,4349,4418,4845,4827,
Colombia,COL,12/07/2020,6627,4539,4334,4315,4400,4782,4862,
Colombia,COL,19/07/2020,7169,4440,4139,4088,4339,4740,4894,
Colombia,COL,26/07/2020,7571,4318,3970,4188,4263,4518,4651,
Colombia,COL,02/08/2020,7937,4359,4069,4175,4390,4459,4704,
Colombia,COL,09/08/2020,7742,4438,4296,4291,4278,4607,4717,
Colombia,COL,16/08/2020,7506,4392,4101,4176,4389,4637,4658,
Colombia,COL,23/08/2020,7023,4331,4000,4036,4234,4498,4886,
Colombia,COL,30/08/2020,6667,4347,4083,4123,4253,4462,4815,
Colombia,COL,06/09/2020,6454,4343,4233,4084,4256,4452,4689,
Colombia,COL,13/09/2020,6281,4304,4135,4021,4373,4415,4577,
Colombia,COL,20/09/2020,6138,4366,4203,4186,4387,4437,4619,
Colombia,COL,27/09/2020,6061,4251,4217,4025,4290,4324,4398,
Colombia,COL,04/10/2020,5887,4297,4232,4066,4317,4293,4578,
Colombia,COL,11/10/2020,6035,4322,4162,4171,4402,4363,4514,
Colombia,COL,18/10/2020,6033,4311,4045,4146,4454,4345,4566,
Colombia,COL,25/10/2020,6125,4229,4027,4073,4177,4287,4583,
Colombia,COL,01/11/2020,5871,4346,4238,4039,4310,4421,4724,
Colombia,COL,08/11/2020,,4367,4174,4173,4440,4366,4680,
Colombia,COL,15/11/2020,,4375,4363,4139,4239,4519,4617,
Colombia,COL,22/11/2020,,4406,4303,4263,4306,4448,4711,
Colombia,COL,29/11/2020,,4460,4289,4269,4409,4636,4695,
Colombia,COL,06/12/2020,,4575,4368,4455,4575,4756,4720,
Colombia,COL,13/12/2020,,4577,4324,4590,4491,4763,4716,
Colombia,COL,20/12/2020,,4601,4301,4586,4562,4787,4771,
Colombia,COL,27/12/2020,,4772,4553,4804,4589,4984,4932,
Ireland,IRL,05/01/2020,,,,,,,,
Ireland,IRL,12/01/2020,740,731,642,683,811,829,691,
Ireland,IRL,19/01/2020,647,713,618,691,787,825,644,
Ireland,IRL,26/01/2020,621,686,611,688,713,716,700,
Ireland,IRL,02/02/2020,635,677,644,629,657,762,695,
Ireland,IRL,09/02/2020,634,672,657,658,608,749,689,
Ireland,IRL,16/02/2020,661,662,651,643,634,708,673,
Ireland,IRL,23/02/2020,625,635,669,616,646,651,594,
Ireland,IRL,01/03/2020,623,645,665,645,600,680,634,
Ireland,IRL,08/03/2020,635,653,661,627,620,717,639,
Ireland,IRL,15/03/2020,617,608,610,612,553,667,599,
Ireland,IRL,22/03/2020,630,612,630,672,552,635,569,
Ireland,IRL,29/03/2020,673,601,603,604,567,617,615,
Ireland,IRL,05/04/2020,827,600,592,627,567,639,573,
Ireland,IRL,12/04/2020,896,594,583,594,569,599,626,
Ireland,IRL,19/04/2020,845,566,552,541,542,606,590,
Ireland,IRL,26/04/2020,750,576,545,584,588,588,573,
Ireland,IRL,03/05/2020,694,563,553,573,548,545,594,
Ireland,IRL,10/05/2020,647,560,549,546,551,511,644,
Ireland,IRL,17/05/2020,599,550,590,512,529,537,581,
Ireland,IRL,24/05/2020,543,558,536,550,552,583,570,
Ireland,IRL,31/05/2020,561,560,529,565,520,564,623,
Ireland,IRL,07/06/2020,516,524,497,538,489,549,546,
Ireland,IRL,14/06/2020,528,536,527,495,532,546,582,
Ireland,IRL,21/06/2020,514,539,515,516,531,502,633,
Ireland,IRL,28/06/2020,502,536,512,511,506,584,567,
Ireland,IRL,05/07/2020,477,540,517,509,526,573,575,
Ireland,IRL,12/07/2020,512,509,509,517,490,513,516,
Ireland,IRL,19/07/2020,555,529,483,554,514,560,532,
Ireland,IRL,26/07/2020,514,511,455,531,512,532,527,
Ireland,IRL,02/08/2020,473,496,474,478,527,492,511,
Ireland,IRL,09/08/2020,531,503,513,490,511,519,483,
Ireland,IRL,16/08/2020,526,518,526,540,504,489,529,
Ireland,IRL,23/08/2020,534,528,536,490,537,530,546,
Ireland,IRL,30/08/2020,537,526,469,506,542,547,566,
Ireland,IRL,06/09/2020,532,536,530,555,534,509,553,
Ireland,IRL,13/09/2020,592,551,534,527,574,557,564,
Ireland,IRL,20/09/2020,502,539,483,532,564,563,555,
Ireland,IRL,27/09/2020,528,558,585,562,526,549,566,
Ireland,IRL,04/10/2020,,551,506,536,578,556,579,
Ireland,IRL,11/10/2020,,572,565,553,576,569,596,
Ireland,IRL,18/10/2020,,583,576,544,610,593,594,
Ireland,IRL,25/10/2020,,587,593,572,611,557,604,
Ireland,IRL,01/11/2020,,570,564,522,548,577,637,
Ireland,IRL,08/11/2020,,587,533,570,576,658,597,
Ireland,IRL,15/11/2020,,618,559,661,640,607,624,
Ireland,IRL,22/11/2020,,596,527,618,585,594,654,
Ireland,IRL,29/11/2020,,596,544,640,577,590,629,
Ireland,IRL,06/12/2020,,630,568,706,611,628,639,
Ireland,IRL,13/12/2020,,652,591,674,687,633,674,
Ireland,IRL,20/12/2020,,657,607,676,671,608,725,
Ireland,IRL,27/12/2020,,664,595,,741,609,709,
Mexico,MEX,05/01/2020,,,,,,,,
Mexico,MEX,12/01/2020,16494,15469,15449,14540,14583,16170,16602,
Mexico,MEX,19/01/2020,15991,15306,14820,14557,14163,16738,16252,
Mexico,MEX,26/01/2020,15469,15019,14172,14902,14118,16041,15864,
Mexico,MEX,02/02/2020,15088,14973,13628,15160,14444,15770,15862,
Mexico,MEX,09/02/2020,15544,14986,13914,15691,14330,15306,15689,
Mexico,MEX,16/02/2020,14707,14695,13550,15725,14165,14588,15445,
Mexico,MEX,23/02/2020,14406,14413,13799,15034,14278,14199,14755,
Mexico,MEX,01/03/2020,13833,14189,13054,14797,14456,14001,14639,
Mexico,MEX,08/03/2020,13886,13823,12979,14351,13844,13552,14391,
Mexico,MEX,15/03/2020,13714,13543,12498,14025,13948,13497,13749,
Mexico,MEX,22/03/2020,13013,13469,13133,13418,13878,13254,13660,
Mexico,MEX,29/03/2020,13543,13176,12066,13411,13307,13191,13903,
Mexico,MEX,05/04/2020,13383,13257,12477,12710,13470,13577,14049,
Mexico,MEX,12/04/2020,13807,12888,12202,12422,13210,12888,13718,
Mexico,MEX,19/04/2020,14779,12754,11796,11939,13212,13080,13743,
Mexico,MEX,26/04/2020,16810,12924,12403,12481,13363,12657,13718,
Mexico,MEX,03/05/2020,18635,12848,11763,12723,13016,13040,13698,
Mexico,MEX,10/05/2020,20405,12796,12059,12478,12868,12784,13792,
Mexico,MEX,17/05/2020,22031,12868,11732,12483,13361,13172,13590,
Mexico,MEX,24/05/2020,22840,13065,11856,13019,13165,13125,14160,
Mexico,MEX,31/05/2020,22745,12669,11608,12222,12510,13567,13438,
Mexico,MEX,07/06/2020,23653,12609,11876,12011,12753,13025,13382,
Mexico,MEX,14/06/2020,24145,12455,11709,11994,12724,12451,13398,
Mexico,MEX,21/06/2020,24310,12655,11510,12117,13154,12932,13562,
Mexico,MEX,28/06/2020,23968,12446,11571,12203,12736,12610,13111,
Mexico,MEX,05/07/2020,24858,12573,11583,12439,12502,12845,13496,
Mexico,MEX,12/07/2020,25863,12572,11538,12241,12822,13114,13146,
Mexico,MEX,19/07/2020,28150,12688,12003,12316,12512,13334,13276,
Mexico,MEX,26/07/2020,24989,12744,11947,12141,12923,13455,13256,
Mexico,MEX,02/08/2020,24088,12820,12083,12456,12967,12997,13596,
Mexico,MEX,09/08/2020,23147,12544,12237,12173,12464,12602,13242,
Mexico,MEX,16/08/2020,22044,12603,11739,12261,12638,12767,13610,
Mexico,MEX,23/08/2020,21111,12429,11670,12245,12432,12503,13293,
Mexico,MEX,30/08/2020,20213,12365,11680,12137,12172,12811,13023,
Mexico,MEX,06/09/2020,19503,12486,11668,12285,12933,12556,12986,
Mexico,MEX,13/09/2020,18771,12672,11814,12491,13333,12780,12943,
Mexico,MEX,20/09/2020,18046,12831,11957,12203,13164,12994,13838,
Mexico,MEX,27/09/2020,18125,12558,11560,12300,12604,12807,13521,
Mexico,MEX,04/10/2020,17690,12875,12484,12500,13026,12931,13433,
Mexico,MEX,11/10/2020,17720,12860,12397,12201,13031,13232,13438,
Mexico,MEX,18/10/2020,17798,12934,12063,12365,13390,13115,13736,
Mexico,MEX,25/10/2020,18427,12998,12221,12506,13216,13435,13611,
Mexico,MEX,01/11/2020,18842,13231,12153,12735,13538,13772,13959,
Mexico,MEX,08/11/2020,19349,13242,12543,12478,13258,13897,14035,
Mexico,MEX,15/11/2020,19208,13420,12217,12837,13197,14612,14238,
Mexico,MEX,22/11/2020,,13960,12542,13616,13584,15202,14855,
Mexico,MEX,29/11/2020,,13790,12597,13678,14233,14647,13793,
Mexico,MEX,06/12/2020,,13885,12830,13396,14470,14833,13894,
Mexico,MEX,13/12/2020,,14540,13526,13697,16334,15216,13926,
Mexico,MEX,20/12/2020,,14574,13542,13784,15557,16440,13545,
Mexico,MEX,27/12/2020,,15131,14351,,15492,17373,13307,
South Africa,SAF,05/01/2020,,,,,,,,
South Africa,SAF,12/01/2020,8741,8938,,,,,,
South Africa,SAF,19/01/2020,8314,8420,,,,,,
South Africa,SAF,26/01/2020,8334,8088,,,,,,
South Africa,SAF,02/02/2020,9202,8577,,,,,,
South Africa,SAF,09/02/2020,8747,8564,,,,,,
South Africa,SAF,16/02/2020,8626,8189,,,,,,
South Africa,SAF,23/02/2020,8335,8262,,,,,,
South Africa,SAF,01/03/2020,8747,8909,,,,,,
South Africa,SAF,08/03/2020,9106,8613,,,,,,
South Africa,SAF,15/03/2020,8610,8365,,,,,,
South Africa,SAF,22/03/2020,8460,8396,,,,,,
South Africa,SAF,29/03/2020,8311,8811,,,,,,
South Africa,SAF,05/04/2020,8142,8823,,,,,,
South Africa,SAF,12/04/2020,8206,8660,,,,,,
South Africa,SAF,19/04/2020,8008,8680,,,,,,
South Africa,SAF,26/04/2020,7651,9086,,,,,,
South Africa,SAF,03/05/2020,8325,9447,,,,,,
South Africa,SAF,10/05/2020,8493,9501,,,,,,
South Africa,SAF,17/05/2020,8632,9358,,,,,,
South Africa,SAF,24/05/2020,8814,9578,,,,,,
South Africa,SAF,31/05/2020,9910,10195,,,,,,
South Africa,SAF,07/06/2020,10200,10880,,,,,,
South Africa,SAF,14/06/2020,11112,11130,,,,,,
South Africa,SAF,21/06/2020,12096,11129,,,,,,
South Africa,SAF,28/06/2020,12688,10760,,,,,,
South Africa,SAF,05/07/2020,13997,10815,,,,,,
South Africa,SAF,12/07/2020,15180,9935,,,,,,
South Africa,SAF,19/07/2020,16481,9966,,,,,,
South Africa,SAF,26/07/2020,15473,9733,,,,,,
South Africa,SAF,02/08/2020,14476,9921,,,,,,
South Africa,SAF,09/08/2020,12900,9875,,,,,,
South Africa,SAF,16/08/2020,11831,9534,,,,,,
South Africa,SAF,23/08/2020,11761,9278,,,,,,
South Africa,SAF,30/08/2020,10633,9628,,,,,,
South Africa,SAF,06/09/2020,10774,9641,,,,,,
South Africa,SAF,13/09/2020,9543,9369,,,,,,
South Africa,SAF,20/09/2020,9508,9213,,,,,,
South Africa,SAF,27/09/2020,9641,9297,,,,,,
South Africa,SAF,04/10/2020,9691,9510,,,,,,
South Africa,SAF,11/10/2020,9971,8860,,,,,,
South Africa,SAF,18/10/2020,10162,8883,,,,,,
South Africa,SAF,25/10/2020,9689,8994,,,,,,
South Africa,SAF,01/11/2020,9442,9057,,,,,,
South Africa,SAF,08/11/2020,10276,8740,,,,,,
South Africa,SAF,15/11/2020,9990,8786,,,,,,
South Africa,SAF,22/11/2020,10113,8510,,,,,,
South Africa,SAF,29/11/2020,10456,9409,,,,,,
South Africa,SAF,06/12/2020,11469,8941,,,,,,
South Africa,SAF,13/12/2020,12333,9041,,,,,,
South Africa,SAF,20/12/2020,14143,9475,,,,,,
South Africa,SAF,27/12/2020,16532,9692,,,,,,
